,id,name,identifiers,neutral_formula,charge,charged_formula,neutral_mono_mass,SMILES,inchi
11685,digludstgl,"Diglucosyl-1,2 distearoylglycerol","[['BIGG', 'digludstgl'], ['BIGG', 'digludstgl_c']]",,0,,0.0,,
11686,phosglcdioctdec,Phosphatidylglycerol dioctadecanoyl,"[['BIGG', 'phosglcdioctdec'], ['BIGG', 'phosglcdioctdec_c']]",,0,,0.0,,
11687,cdpdhexdecglc,"CDP-1,2-dihexadecanoylglycerol","[['BIGG', 'cdpdhexdecglc'], ['BIGG', 'cdpdhexdecglc_c']]",,0,,0.0,,
11688,cdpdtetdecglc,"CDP-1,2-ditetradecanoylglycerol","[['BIGG', 'cdpdtetdecglc'], ['BIGG', 'cdpdtetdecglc_c']]",,0,,0.0,,
11689,dtet12radecg3p,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate","[['BIGG', 'dtet12radecg3p'], ['BIGG', 'dtet12radecg3p_c']]",,0,,0.0,,
11690,cdpoctdecglc,"CDP-1,2-dioctadecanoylglycerol","[['BIGG', 'cdpoctdecglc'], ['BIGG', 'cdpoctdecglc_c']]",,0,,0.0,,
11691,pgpdihexdec,Phosphatidylglycerophosphate dihexadecanoyl,"[['BIGG', 'pgpdihexdec'], ['BIGG', 'pgpdihexdec_c']]",,0,,0.0,,
11692,pgpdioctdec,Phosphatidylglycerophosphate dioctadecanoyl,"[['BIGG', 'pgpdioctdec'], ['BIGG', 'pgpdioctdec_c']]",,0,,0.0,,
11693,palmcdlpn,Palmitoylcardiolipin ,"[['BIGG', 'palmcdlpn'], ['BIGG', 'palmcdlpn_c']]",,0,,0.0,,
11694,mycdlpn,Myristoylcardiolipin ,"[['BIGG', 'mycdlpn'], ['BIGG', 'mycdlpn_c']]",,0,,0.0,,
11695,strcdlpn,Stearoylcardiolipin,"[['BIGG', 'strcdlpn'], ['BIGG', 'strcdlpn_c']]",,0,,0.0,,
11696,tet1decg3p,1-tetradecanoyl-sn-glycerol 3-phosphate,"[['BIGG', 'tet1decg3p'], ['BIGG', 'tet1decg3p_c']]",,0,,0.0,,
11697,sectrna,L-Selenocysteinyl-tRNA(Sec),"[['BIGG', 'sectrna'], ['BIGG', 'sectrna_c'], ['KEGG', 'C06482'], ['MetaNetX', 'MNXM91632'], ['SEED', 'cpd15563']]",,0,C18H30NO17P2Se*,0.0,,
11698,selprotein,Selenoprotein,"[['BIGG', 'selprotein'], ['BIGG', 'selprotein_c']]",,0,,0.0,,
11699,sectrnasec,L-Seryl-tRNA(Sec),"[['BIGG', 'sectrnasec'], ['BIGG', 'sectrnasec_c']]",,0,,0.0,,
11700,trnasecys,TRNA(SeCys),"[['BIGG', 'trnasecys'], ['BIGG', 'trnasecys_c'], ['MetaNetX', 'MNXM93990'], ['SEED', 'cpd15573']]",,0,C10H12N5O3*,0.0,,
11701,selencysthne,L-selenocystathionine,"[['BIGG', 'selencysthne'], ['BIGG', 'selencysthne_c']]",,0,,0.0,,
11702,selenlhcys,Seleno-L-homocysteine,"[['BIGG', 'selenlhcys'], ['BIGG', 'selenlhcys_c']]",,0,,0.0,,
11703,dachi,Diacetylchitobiose,"[['BIGG', 'dachi'], ['BIGG', 'dachi_e']]",,0,,0.0,,
11704,d23hb,"2,3-dihydroxybenzoate","[['BIGG', 'd23hb'], ['BIGG', 'd23hb_e']]",,0,,0.0,,
11705,tagur,D-Tagaturonate,"[['BIGG', 'tagur'], ['BIGG', 'tagur_e'], ['KEGG', 'C00558'], ['CHEBI', '13026'], ['CHEBI', '17886'], ['CHEBI', '21098'], ['CHEBI', '21099'], ['CHEBI', '4252'], ['CHEBI', '58493'], ['CHEBI', '59451'], ['inchikey', 'IZSRJDGCGRAUAR-WDCZJNDASA-M'], ['LipidMaps', 'LMFA05000654'], ['BioCyc', 'D-TAGATURONATE'], ['MetaNetX', 'MNXM1423'], ['SEED', 'cpd00437']]",,0,C6H10O7,0.0,,
11706,m2but,2-Methylbutyric acid,"[['BIGG', 'm2but'], ['BIGG', 'm2but_e']]",,0,,0.0,,
11707,escul,Esculin,"[['BIGG', 'escul'], ['BIGG', 'escul_e']]",,0,,0.0,,
11708,fuc,L-fuculose,"[['BIGG', 'fuc'], ['BIGG', 'fuc_e']]",,0,,0.0,,
11709,abg4,4-aminobenzoate-glutamate,"[['BIGG', 'abg4'], ['BIGG', 'abg4_e']]",,0,,0.0,,
11710,isocap,Isocaproate,"[['BIGG', 'isocap'], ['BIGG', 'isocap_e']]",,0,,0.0,,
11711,man6pglyc,2(alpha-D-Mannosyl-6-phosphate)-D-glycerate,"[['BIGG', 'man6pglyc'], ['BIGG', 'man6pglyc_e'], ['inchikey', 'BOLXAGHGKNGVBE-MTXRGOKVSA-K'], ['KEGG', 'C16699'], ['CHEBI', '60331'], ['CHEBI', '61001'], ['HMDB', 'HMDB12152'], ['BioCyc', 'CPD0-1063'], ['MetaNetX', 'MNXM3470'], ['SEED', 'cpd15496'], ['SEED', 'cpd16506']]",,-2,C9H15O12P,0.0,,
11712,tgt,Tagatose,"[['BIGG', 'tgt'], ['BIGG', 'tgt_e']]",,0,,0.0,,
11713,uaccg,UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine,"[['BIGG', 'uaccg'], ['BIGG', 'uaccg_e'], ['inchikey', 'BEGZZYPUNCJHKP-DBYWSUQTSA-K'], ['KEGG', 'C04631'], ['CHEBI', '13466'], ['CHEBI', '13467'], ['CHEBI', '16435'], ['CHEBI', '22110'], ['CHEBI', '57771'], ['CHEBI', '68483'], ['CHEBI', '68507'], ['CHEBI', '9818'], ['BioCyc', 'UDP-ACETYL-CARBOXYVINYL-GLUCOSAMINE'], ['MetaNetX', 'MNXM1688'], ['SEED', 'cpd02820']]",,-3,C20H26N3O19P2,0.0,,
11714,13dampp,1 3 Diaminopropane C3H12N2,"[['BIGG', '13dampp'], ['BIGG', '13dampp_p'], ['MetaNetX', 'MNXM146468']]",,2,C3H12N2,0.0,,
11715,1p2cbxl,1-Pyrroline-2-carboxylate,"[['BIGG', '1p2cbxl'], ['BIGG', '1p2cbxl_c'], ['MetaNetX', 'MNXM165560']]",,0,C5H7NO2,0.0,,
11716,1pqq,6  2 amino 2 carboxylatoethyl  7 hydroxy 8 oxo 1 2 3 4 7 8 hexahydroquinoline 2 4 dicarboxylate,"[['BIGG', '1pqq'], ['BIGG', '1pqq_c']]",,0,,0.0,,
11717,2pqq,6  2 amino 2 carboxylatoethyl  1 2 3 4 tetrahydroquinoline 2 4 dicarboxylate,"[['BIGG', '2pqq'], ['BIGG', '2pqq_c']]",,0,,0.0,,
11718,1py4h3c,1 pyrroline 4 hydroxy 2 carboxylate,"[['BIGG', '1py4h3c'], ['BIGG', '1py4h3c_c']]",,0,,0.0,,
11719,decoa,1-decanoyl-CoA,"[['BIGG', 'decoa'], ['BIGG', 'decoa_c']]",,0,,0.0,,
11720,dd6_2_coa,Trans cis dodedec 2 6 dienoyl CoA,"[['BIGG', 'dd6_2_coa'], ['BIGG', 'dd6_2_coa_c']]",,0,,0.0,,
11721,dd_3_6_coa,Cis cis dodedec 3 6 dienoyl CoA,"[['BIGG', 'dd_3_6_coa'], ['BIGG', 'dd_3_6_coa_c']]",,0,,0.0,,
11722,25dkglcn,"2,5-diketo-D-gluconate","[['BIGG', '25dkglcn'], ['BIGG', '25dkglcn_p'], ['KEGG', 'C02780'], ['CHEBI', '1070'], ['CHEBI', '11449'], ['CHEBI', '18281'], ['CHEBI', '19378'], ['CHEBI', '58428'], ['LipidMaps', 'LMFA01050471'], ['BioCyc', '25-DIDEHYDRO-D-GLUCONATE'], ['MetaNetX', 'MNXM936'], ['inchikey', 'RXMWXENJQAINCC-DMTCNVIQSA-M'], ['SEED', 'cpd01793']]",,-1,C6H7O7,0.0,,
11723,2agpe181,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1),"[['BIGG', '2agpe181'], ['BIGG', '2agpe181_c'], ['BIGG', '_2agpe181_c'], ['MetaNetX', 'MNXM3449']]",,0,C23H46NO7P,0.0,,
11724,3pqq,2 amino 4 3  2 amino 2 carboxylatoethyl  6 oxocyclohexa 1 4 dien 1 ylpentanedioate,"[['BIGG', '3pqq'], ['BIGG', '3pqq_c']]",,0,,0.0,,
11725,34dhphe,"3,4-Dihydroxy-L-phenylalanine","[['BIGG', '34dhphe'], ['BIGG', '34dhphe_p'], ['MetaNetX', 'MNXM162631']]",,0,C9H11NO4,0.0,,
11726,4pqq,2 amino 4 5  2 amino 2 carboxylatoethyl  2 hydroxyphenylpentanedioate,"[['BIGG', '4pqq'], ['BIGG', '4pqq_c']]",,0,,0.0,,
11727,4hpro_LT,Trans 4 Hydroxy L proline C5H9NO3,"[['BIGG', '4hpro_LT'], ['BIGG', '4hpro_LT_p'], ['KEGG', 'C01157'], ['KEGG', 'C03651'], ['CHEBI', '10713'], ['CHEBI', '10714'], ['CHEBI', '12864'], ['CHEBI', '18095'], ['CHEBI', '20392'], ['CHEBI', '27059'], ['CHEBI', '27060'], ['CHEBI', '27992'], ['CHEBI', '43172'], ['CHEBI', '43210'], ['CHEBI', '43227'], ['CHEBI', '43318'], ['CHEBI', '49360'], ['CHEBI', '58375'], ['CHEBI', '62978'], ['CHEBI', '63137'], ['HMDB', 'HMDB00725'], ['HMDB', 'HMDB36576'], ['BioCyc', '4-HYDROXY-L-PROLINE'], ['BioCyc', 'CPD-17742'], ['MetaNetX', 'MNXM87584'], ['inchikey', 'PMMYEEVYMWASQN-DMTCNVIQSA-N'], ['SEED', 'cpd00851'], ['SEED', 'cpd02291'], ['SEED', 'cpd29317']]",,0,C5H9NO3,0.0,,
11728,5aptn,5-Aminopentanoate,"[['BIGG', '5aptn'], ['BIGG', '5aptn_p'], ['KEGG', 'C00431'], ['CHEBI', '12111'], ['CHEBI', '15887'], ['CHEBI', '2037'], ['CHEBI', '20549'], ['CHEBI', '356010'], ['CHEBI', '41853'], ['CHEBI', '86394'], ['HMDB', 'HMDB03355'], ['inchikey', 'JJMDCOVWQOJGCB-UHFFFAOYSA-N'], ['LipidMaps', 'LMFA01100040'], ['BioCyc', '5-AMINOPENTANOATE'], ['MetaNetX', 'MNXM792'], ['SEED', 'cpd00339']]",,0,C5H11NO2,0.0,,
11729,5aptn,5-Aminopentanoate,"[['BIGG', '5aptn'], ['BIGG', '5aptn_e'], ['KEGG', 'C00431'], ['CHEBI', '12111'], ['CHEBI', '15887'], ['CHEBI', '2037'], ['CHEBI', '20549'], ['CHEBI', '356010'], ['CHEBI', '41853'], ['CHEBI', '86394'], ['HMDB', 'HMDB03355'], ['inchikey', 'JJMDCOVWQOJGCB-UHFFFAOYSA-N'], ['LipidMaps', 'LMFA01100040'], ['BioCyc', '5-AMINOPENTANOATE'], ['MetaNetX', 'MNXM792'], ['SEED', 'cpd00339']]",,0,C5H11NO2,0.0,,
11730,5oxpro,5-Oxoproline,"[['BIGG', '5oxpro'], ['BIGG', '5oxpro_p'], ['Reactome', 'R-ALL-1247942'], ['KEGG', 'C01879'], ['CHEBI', '12153'], ['CHEBI', '12157'], ['CHEBI', '16010'], ['CHEBI', '18183'], ['CHEBI', '20619'], ['CHEBI', '20624'], ['CHEBI', '2113'], ['CHEBI', '2116'], ['CHEBI', '44704'], ['CHEBI', '44943'], ['CHEBI', '57606'], ['CHEBI', '58402'], ['HMDB', 'HMDB00267'], ['HMDB', 'HMDB00805'], ['HMDB', 'HMDB60262'], ['BioCyc', '5-OXOPROLINE'], ['MetaNetX', 'MNXM722719'], ['inchikey', 'ODHCTXKNWHHXJC-VKHMYHEASA-M'], ['SEED', 'cpd01293']]",,-1,C5H6NO3,0.0,,
11731,24dab,"L-2,4-Diaminobutanoate","[['BIGG', '24dab'], ['BIGG', '24dab_c'], ['KEGG', 'C03283'], ['CHEBI', '13044'], ['CHEBI', '13045'], ['CHEBI', '16028'], ['CHEBI', '21191'], ['CHEBI', '21192'], ['CHEBI', '48950'], ['CHEBI', '58761'], ['CHEBI', '6154'], ['HMDB', 'HMDB06284'], ['BioCyc', 'CPD-470'], ['MetaNetX', 'MNXM840'], ['inchikey', 'OGNSCSPNOLGXSM-VKHMYHEASA-O'], ['SEED', 'cpd02095']]",,1,C4H11N2O2,0.0,,
11732,aac24dab,N alpha AcetylL 2 4 diaminobutyrate,"[['BIGG', 'aac24dab'], ['BIGG', 'aac24dab_c']]",,0,,0.0,,
11733,hp2coa,Hep 2 enoyl CoA,"[['BIGG', 'hp2coa'], ['BIGG', 'hp2coa_c']]",,0,,0.0,,
11734,nona2coa,Nona 2 enoyl CoA,"[['BIGG', 'nona2coa'], ['BIGG', 'nona2coa_c']]",,0,,0.0,,
11735,nonacoa,Nonanoyl CoA,"[['BIGG', 'nonacoa'], ['BIGG', 'nonacoa_c']]",,0,,0.0,,
11736,pocta2coa,Phenyl octa 2 enoyl CoA,"[['BIGG', 'pocta2coa'], ['BIGG', 'pocta2coa_c']]",,0,,0.0,,
11737,poctacoa,Phenyl Octanoyl CoA Phe C80CoA,"[['BIGG', 'poctacoa'], ['BIGG', 'poctacoa_c']]",,0,,0.0,,
11738,php2coa,Phenyl hepta 2 enoyl CoA,"[['BIGG', 'php2coa'], ['BIGG', 'php2coa_c']]",,0,,0.0,,
11739,phpcoa,Phenyl Heptanoyl CoA Phe C70CoA,"[['BIGG', 'phpcoa'], ['BIGG', 'phpcoa_c']]",,0,,0.0,,
11740,4atb2coa,4 acetylthiobut 2 enoyl CoA,"[['BIGG', '4atb2coa'], ['BIGG', '4atb2coa_c']]",,0,,0.0,,
11741,4atbcoa,4 Acetylthiobutanoyl CoA,"[['BIGG', '4atbcoa'], ['BIGG', '4atbcoa_c']]",,0,,0.0,,
11742,vacc2coa,Trans cis octadeca 2 11 dienoyl CoA,"[['BIGG', 'vacc2coa'], ['BIGG', 'vacc2coa_c']]",,0,,0.0,,
11743,hdd7_2_coa,Trans cis hexadeca 2 7 dienoyl CoA,"[['BIGG', 'hdd7_2_coa'], ['BIGG', 'hdd7_2_coa_c']]",,0,,0.0,,
11744,hdd7coa,Cis hexadec 7 enoyl CoA,"[['BIGG', 'hdd7coa'], ['BIGG', 'hdd7coa_c']]",,0,,0.0,,
11745,hdd4_2_coa,Trans cis hexadeca 2 4 dienoyl CoA,"[['BIGG', 'hdd4_2_coa'], ['BIGG', 'hdd4_2_coa_c']]",,0,,0.0,,
11746,hdd4coa,Cis hexadec 4 enoyl CoA,"[['BIGG', 'hdd4coa'], ['BIGG', 'hdd4coa_c']]",,0,,0.0,,
11747,hd710_2_coa,Trans cis cis hexadeca 2 7 10 trienoyl CoA,"[['BIGG', 'hd710_2_coa'], ['BIGG', 'hd710_2_coa_c']]",,0,,0.0,,
11748,hd_7_10_coa,Cis cis hexadec 7 10 dienoyl CoA,"[['BIGG', 'hd_7_10_coa'], ['BIGG', 'hd_7_10_coa_c']]",,0,,0.0,,
11749,dec4_2_coa,2 trans 4 cis decadienoyl CoA,"[['BIGG', 'dec4_2_coa'], ['BIGG', 'dec4_2_coa_c']]",,0,,0.0,,
11750,dec4coa,4 cis decenoyl CoA,"[['BIGG', 'dec4coa'], ['BIGG', 'dec4coa_c']]",,0,,0.0,,
11751,R_3hdcaa, 3 hydroxydecanoic acid,"[['BIGG', 'R_3hdcaa'], ['BIGG', 'R_3hdcaa_c']]",,0,,0.0,,
11752,R3hdec4coa, 3 Hydroxy 4Z decenoyl CoA,"[['BIGG', 'R3hdec4coa'], ['BIGG', 'R3hdec4coa_c']]",,0,,0.0,,
11753,R3hdec4e, 3 Hydroxy 4Z decenic acid,"[['BIGG', 'R3hdec4e'], ['BIGG', 'R3hdec4e_c']]",,0,,0.0,,
11754,R_3hdd6coa, 3 hydroxy  6Z  dodedecenyl CoA,"[['BIGG', 'R_3hdd6coa'], ['BIGG', 'R_3hdd6coa_c']]",,0,,0.0,,
11755,R_3hdd6e, 3 Hydroxydodecanoic 6 en acid,"[['BIGG', 'R_3hdd6e'], ['BIGG', 'R_3hdd6e_c']]",,0,,0.0,,
11756,R_3htd58coa, 3 hydroxy  5Z 8Z  tetradecedienyl CoA,"[['BIGG', 'R_3htd58coa'], ['BIGG', 'R_3htd58coa_c']]",,0,,0.0,,
11757,R_3htd58e, 3 hydroxy  5Z 8Z  tetradecedienic acid,"[['BIGG', 'R_3htd58e'], ['BIGG', 'R_3htd58e_c']]",,0,,0.0,,
11758,R_3hhdca, 3 Hydroxyhexadecanoic acid,"[['BIGG', 'R_3hhdca'], ['BIGG', 'R_3hhdca_c']]",,0,,0.0,,
11759,R_3hhdcoa, 3 Hydroxyhexadecanoyl CoA,"[['BIGG', 'R_3hhdcoa'], ['BIGG', 'R_3hhdcoa_c']]",,0,,0.0,,
11760,R_3hocta, 3 hydroxyoctanoic acid,"[['BIGG', 'R_3hocta'], ['BIGG', 'R_3hocta_c']]",,0,,0.0,,
11761,R_3hpdeca, 3 Hydroxy 10 phenyldecanoic acid,"[['BIGG', 'R_3hpdeca'], ['BIGG', 'R_3hpdeca_c']]",,0,,0.0,,
11762,R_3hpdecacoa, 3 Hydroxyphenyldecanoyl CoA,"[['BIGG', 'R_3hpdecacoa'], ['BIGG', 'R_3hpdecacoa_c']]",,0,,0.0,,
11763,R_3hppta, 3 Hydroxy 5 phenylpentanoic acic,"[['BIGG', 'R_3hppta'], ['BIGG', 'R_3hppta_c']]",,0,,0.0,,
11764,R_3hpptcoa, 3 Hydroxyphenylpentanoyl CoA,"[['BIGG', 'R_3hpptcoa'], ['BIGG', 'R_3hpptcoa_c']]",,0,,0.0,,
11765,R_3hphxa, 3 Hydroxy 6 phenylhexanoic acid,"[['BIGG', 'R_3hphxa'], ['BIGG', 'R_3hphxa_c']]",,0,,0.0,,
11766,R_3hphxacoa, 3 Hydroxyphenylhexanoyl CoA,"[['BIGG', 'R_3hphxacoa'], ['BIGG', 'R_3hphxacoa_c']]",,0,,0.0,,
11767,R_3hphpa, 3 Hydroxy 7 phenylheptanoic acid,"[['BIGG', 'R_3hphpa'], ['BIGG', 'R_3hphpa_c']]",,0,,0.0,,
11768,R_3hphpcoa, 3 Hydroxyphenylheptanoyl CoA,"[['BIGG', 'R_3hphpcoa'], ['BIGG', 'R_3hphpcoa_c']]",,0,,0.0,,
11769,R_3hpocta, 3 Hydroxy 8 phenyloctanoic acid,"[['BIGG', 'R_3hpocta'], ['BIGG', 'R_3hpocta_c']]",,0,,0.0,,
11770,R_3hpoctacoa, 3 Hydroxyphenyloctanoyl CoA,"[['BIGG', 'R_3hpoctacoa'], ['BIGG', 'R_3hpoctacoa_c']]",,0,,0.0,,
11771,R_3hpnona, 3 Hydroxy 9 phenylnonanoic acid,"[['BIGG', 'R_3hpnona'], ['BIGG', 'R_3hpnona_c']]",,0,,0.0,,
11772,R_3hpnonacoa, 3 Hydroxyphenylnonanoyl CoA,"[['BIGG', 'R_3hpnonacoa'], ['BIGG', 'R_3hpnonacoa_c']]",,0,,0.0,,
11773,R_3h4atba, 3 Hydroxy 4 acetylthiobutanoic acid,"[['BIGG', 'R_3h4atba'], ['BIGG', 'R_3h4atba_c']]",,0,,0.0,,
11774,R_3h4atbcoa, 3 Hydroxy 4 acetylthiobutanyl CoA,"[['BIGG', 'R_3h4atbcoa'], ['BIGG', 'R_3h4atbcoa_c']]",,0,,0.0,,
11775,actn__R, R  Acetoin C4H8O2,"[['BIGG', 'actn__R'], ['BIGG', 'actn__R_p'], ['KEGG', 'C00810'], ['CHEBI', '10968'], ['CHEBI', '10996'], ['CHEBI', '15686'], ['CHEBI', '18680'], ['CHEBI', '335'], ['CHEBI', '43026'], ['LipidMaps', 'LMFA12000064'], ['BioCyc', 'CPD-10353'], ['MetaNetX', 'MNXM664'], ['inchikey', 'ROWKJAVDOGWPAT-GSVOUGTGSA-N'], ['SEED', 'cpd19008']]",,0,C4H8O2,0.0,,
11776,alahis,L alaninylhistidine,"[['BIGG', 'alahis'], ['BIGG', 'alahis_c']]",,0,,0.0,,
11777,alahis,L alaninylhistidine,"[['BIGG', 'alahis'], ['BIGG', 'alahis_p']]",,0,,0.0,,
11778,alathr,L alaninylthreonine,"[['BIGG', 'alathr'], ['BIGG', 'alathr_e']]",,0,,0.0,,
11779,alathr,L alaninylthreonine,"[['BIGG', 'alathr'], ['BIGG', 'alathr_p']]",,0,,0.0,,
11780,alatrp,L alaninyltryptophan,"[['BIGG', 'alatrp'], ['BIGG', 'alatrp_c']]",,0,,0.0,,
11781,alatrp,L alaninyltryptophan,"[['BIGG', 'alatrp'], ['BIGG', 'alatrp_p']]",,0,,0.0,,
11782,prealgac_M2,Polymer  5 units  of D mannuronate  2 units acetylated,"[['BIGG', 'prealgac_M2'], ['BIGG', 'prealgac_M2_p']]",,0,,0.0,,
11783,prealginate__M,Prealginate KT2440   beta 1 4  linked copolymers of  beta D mannuronic acid  5 units,"[['BIGG', 'prealginate__M'], ['BIGG', 'prealginate__M_p']]",,0,,0.0,,
11784,prealgac_M4,Polymer  5 units  of D mannuronate  4 units acetylated,"[['BIGG', 'prealgac_M4'], ['BIGG', 'prealgac_M4_p']]",,0,,0.0,,
11785,algac__M,Alginate  5 units of  D mannuronate completelly acetylated,"[['BIGG', 'algac__M'], ['BIGG', 'algac__M_p']]",,0,,0.0,,
11786,prealg_MG_41,Beta 1 4 glycosidic  4  beta D mannuronic  1L guluronic acid,"[['BIGG', 'prealg_MG_41'], ['BIGG', 'prealg_MG_41_p']]",,0,,0.0,,
11787,prealg_MG_32,Beta 1 4 glycosidic  3  beta D mannuronic  2L guluronic acid,"[['BIGG', 'prealg_MG_32'], ['BIGG', 'prealg_MG_32_p']]",,0,,0.0,,
11788,algac_MG_32,Alginate  3 units of acetylated D mannuronate and 2 units ofL guluronate,"[['BIGG', 'algac_MG_32'], ['BIGG', 'algac_MG_32_p']]",,0,,0.0,,
11789,prealgac_M3,Polymer  5 units  of D mannuronate  3 units acetylated,"[['BIGG', 'prealgac_M3'], ['BIGG', 'prealgac_M3_p']]",,0,,0.0,,
11790,algac_MG_23,Alginate  2 units of acetylated D mannuronate and 3 units ofL guluronate,"[['BIGG', 'algac_MG_23'], ['BIGG', 'algac_MG_23_p']]",,0,,0.0,,
11791,algac_MG_14,Alginate  1 units of acetylated D mannuronate and 4 units ofL guluronate,"[['BIGG', 'algac_MG_14'], ['BIGG', 'algac_MG_14_p']]",,0,,0.0,,
11792,prealgac_M1,Polymer  5 units  of D mannuronate  1units acetylated,"[['BIGG', 'prealgac_M1'], ['BIGG', 'prealgac_M1_p']]",,0,,0.0,,
11793,manur,D Mannuronate,"[['BIGG', 'manur'], ['BIGG', 'manur_e']]",,0,,0.0,,
11794,manur,D Mannuronate,"[['BIGG', 'manur'], ['BIGG', 'manur_p']]",,0,,0.0,,
11795,tmanur,Trimmer of D mannuronate,"[['BIGG', 'tmanur'], ['BIGG', 'tmanur_e']]",,0,,0.0,,
11796,tmanur,Trimmer of D mannuronate,"[['BIGG', 'tmanur'], ['BIGG', 'tmanur_p']]",,0,,0.0,,
11797,prealg_MG_23,Beta 1 4 glycosidic  2  beta D mannuronic  3L guluronic acid,"[['BIGG', 'prealg_MG_23'], ['BIGG', 'prealg_MG_23_e']]",,0,,0.0,,
11798,prealg_MG_23,Beta 1 4 glycosidic  2  beta D mannuronic  3L guluronic acid,"[['BIGG', 'prealg_MG_23'], ['BIGG', 'prealg_MG_23_p']]",,0,,0.0,,
11799,prealg_MG_14,Beta 1 4 glycosidic  1  beta D mannuronic  4L guluronic acid,"[['BIGG', 'prealg_MG_14'], ['BIGG', 'prealg_MG_14_e']]",,0,,0.0,,
11800,prealg_MG_14,Beta 1 4 glycosidic  1  beta D mannuronic  4L guluronic acid,"[['BIGG', 'prealg_MG_14'], ['BIGG', 'prealg_MG_14_p']]",,0,,0.0,,
11801,algac__M,Alginate  5 units of  D mannuronate completelly acetylated,"[['BIGG', 'algac__M'], ['BIGG', 'algac__M_e']]",,0,,0.0,,
11802,algac_MG_23,Alginate  2 units of acetylated D mannuronate and 3 units ofL guluronate,"[['BIGG', 'algac_MG_23'], ['BIGG', 'algac_MG_23_e']]",,0,,0.0,,
11803,lpp181,Lipoprotein acylated  C181,"[['BIGG', 'lpp181'], ['BIGG', 'lpp181_p']]",,0,,0.0,,
11804,alaleu,L alaninylleucine,"[['BIGG', 'alaleu'], ['BIGG', 'alaleu_c']]",,0,,0.0,,
11805,alathr,L alaninylthreonine,"[['BIGG', 'alathr'], ['BIGG', 'alathr_c']]",,0,,0.0,,
11806,glyglu,L glycinylglutamate,"[['BIGG', 'glyglu'], ['BIGG', 'glyglu_c']]",,0,,0.0,,
11807,glymet,L Glycinylmethionine,"[['BIGG', 'glymet'], ['BIGG', 'glymet_c']]",,0,,0.0,,
11808,hishis,L histidinylhistidine,"[['BIGG', 'hishis'], ['BIGG', 'hishis_c']]",,0,,0.0,,
11809,apc,Ampicillin,"[['BIGG', 'apc'], ['BIGG', 'apc_c']]",,0,C16H19N3O4S,0.0,,
11810,apc,Ampicillin,"[['BIGG', 'apc'], ['BIGG', 'apc_p']]",,0,C16H19N3O4S,0.0,,
11811,balaala,Beta alanylL alanine,"[['BIGG', 'balaala'], ['BIGG', 'balaala_c']]",,0,,0.0,,
11812,balaala,Beta alanylL alanine,"[['BIGG', 'balaala'], ['BIGG', 'balaala_p']]",,0,,0.0,,
11813,balabala,Beta alanyl beta alanine,"[['BIGG', 'balabala'], ['BIGG', 'balabala_c']]",,0,,0.0,,
11814,balabala,Beta alanyl beta alanine,"[['BIGG', 'balabala'], ['BIGG', 'balabala_p']]",,0,,0.0,,
11815,balaleu,Beta alanylL leucine,"[['BIGG', 'balaleu'], ['BIGG', 'balaleu_c']]",,0,,0.0,,
11816,balaleu,Beta alanylL leucine,"[['BIGG', 'balaleu'], ['BIGG', 'balaleu_p']]",,0,,0.0,,
11817,balaleu,Beta alanylL leucine,"[['BIGG', 'balaleu'], ['BIGG', 'balaleu_e']]",,0,,0.0,,
11818,biliverd,Biliverdin cytosol,"[['BIGG', 'biliverd'], ['BIGG', 'biliverd_p'], ['Reactome', 'R-ALL-189396'], ['KEGG', 'C00500'], ['CHEBI', '13901'], ['CHEBI', '13902'], ['CHEBI', '17033'], ['CHEBI', '22875'], ['CHEBI', '3102'], ['CHEBI', '41124'], ['CHEBI', '57991'], ['HMDB', 'HMDB01008'], ['HMDB', 'HMDB02309'], ['BioCyc', 'BILIVERDINE'], ['MetaNetX', 'MNXM416'], ['inchikey', 'QBUVFDKTZJNUPP-BBROENKCSA-L'], ['SEED', 'cpd00389']]",,-2,C33H32N4O6,0.0,,
11819,balamd,Beta Alaninamide,"[['BIGG', 'balamd'], ['BIGG', 'balamd_c']]",,0,,0.0,,
11820,balamd,Beta Alaninamide,"[['BIGG', 'balamd'], ['BIGG', 'balamd_p']]",,0,,0.0,,
11821,balamd,Beta Alaninamide,"[['BIGG', 'balamd'], ['BIGG', 'balamd_e']]",,0,,0.0,,
11822,btd_RR, R R  2 3 Butanediol C4H10O2,"[['BIGG', 'btd_RR'], ['BIGG', 'btd_RR_p'], ['MetaNetX', 'MNXM163570']]",,0,C4H10O2,0.0,,
11823,phethapphlipa,Phospho    6  heptosyl  1 3  ethanolaminephosphate    2  phospho   4  heptosyl  1 5  kdo2 lipidA,"[['BIGG', 'phethapphlipa'], ['BIGG', 'phethapphlipa_c']]",,0,,0.0,,
11824,lpspput,Lipopolysacharide  LPS  from P putida KT2440,"[['BIGG', 'lpspput'], ['BIGG', 'lpspput_e']]",,0,,0.0,,
11825,pyovd_kt,Pyoverdine  P putida specific,"[['BIGG', 'pyovd_kt'], ['BIGG', 'pyovd_kt_e']]",,0,,0.0,,
